VIEW_SCHEMA,VIEW_NAME,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_fundingapprovedby
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_fundingapproveddate
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_grantactivityid
GPS,Grant Activity Derived History,FUSION,pmc_grantactivity,pmc_grantactivityid
FUSION,Activity Linking Table,FUSION,pmc_grantactivity,pmc_grantactivityid
FUSION,Grant Activity Indicative Risk,FUSION,pmc_grantactivity,pmc_grantactivityid
FUSION,Activity Approval Verification,FUSION,pmc_grantactivity,pmc_grantactivityid
FUSION,Ceasing Activity Assessment,FUSION,pmc_grantactivity,pmc_grantactivityid
GPS,Grant Activity Missing Milestone - Old,FUSION,pmc_grantactivity,pmc_grantactivityid
GPS,Grant Activity Missing Milestone,FUSION,pmc_grantactivity,pmc_grantactivityid
FUSION,Site Visit Assessment,FUSION,pmc_grantactivity,pmc_grantactivityid
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_mandatorysubmissionname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_name
FUSION,Ceasing Activity Assessment,FUSION,pmc_grantactivity,pmc_name
FUSION,Ceasing Activity Assessment,FUSION,pmc_grantactivity,pmc_organisationid
FUSION,Activity Approval Verification,FUSION,pmc_grantactivity,pmc_organisationid
FUSION,Ceasing Activity Assessment,FUSION,pmc_grantactivity,pmc_organisationidname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactemail
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactfirstname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactfullname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactjobtitle
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactlastname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_primarycontactphonenumber
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_programmecomponentid
FUSION,Grant Activity Indicative Risk,FUSION,pmc_grantactivity,pmc_programmecomponentidname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_programmeid
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_programmeidname
FUSION,Ceasing Activity Assessment,FUSION,pmc_grantactivity,pmc_programmeidname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_purchaseorder
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourceactivitystatus
GPS,Grant Activity Missing Milestone,FUSION,pmc_grantactivity,pmc_sourceactivitystatus
FUSION,Grant Activity Indicative Risk,FUSION,pmc_grantactivity,pmc_sourceorgid
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourceorgid
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourcestatusgroup
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourcestatusgroupname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourcesystemid
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourcesystemidname
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_startdate
GPS,Grant Activity Derived History,FUSION,pmc_grantactivity,pmc_startdate
FUSION,Grant Activity Indicative Risk,FUSION,pmc_grantactivity,pmc_startdate
FUSION,Ceasing Activity Assessment,FUSION,pmc_grantactivity,pmc_subprogramme
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_subprogramme
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_variationidentifiedname
FUSION,Grant Activity,FUSION,pmc_grantactivity,statecodename
GPS,Grant Activity Missing Milestone,FUSION,pmc_grantactivity,statecodename
FUSION,Grant Activity,FUSION,pmc_grantactivity,statuscodename
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_executionstate
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_sourceendreason
FUSION,Grant Activity,FUSION,pmc_grantactivity,pmc_subprogram
NIAA,vw_RangerApp_Current,NIAA,RangerGroupCurrent,RangerGroupId
NIAA,vw_RangerApp_Current,NIAA,RangerGroupCurrent,ActivityId
NIAA,vw_RangerApp_Current,NIAA,RangerGroupCurrent,GroupName
NIAA,vw_RangerApp_Current,NIAA,RangerGroupCurrent,EffectiveStartDate
NIAA,vw_RangerApp_Current,NIAA,RangerGroupCurrent,EffectiveEndDate
FUSION,Grant Activity Coding - Activity Target Group,FUSION,pmc_grantactivitycoding_mm_actvttargetgroup,pmc_activitytargetgroupid
FUSION,Grant Activity Coding - Activity Target Group,FUSION,pmc_grantactivitycoding_mm_actvttargetgroup,pmc_grantactivitycodingid
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_abpapprovalname
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_abpapprover
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_abpapprovername
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_abpreviewcomments
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_approvaltypename
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_assigneddelegate
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_assigneddelegatelevel
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_assigneddelegateminister
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_assigneddelegatename
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_briefapprovedname
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_briefcontactperson
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_briefcontactpersonname
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_caaround
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_caaroundname
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearancecomments
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearanceofficer
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearanceofficername
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearanceperformedby
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearanceperformedbyname
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearedbyceoname
FUSION,Funding Brief,FUSION,pmc_fundingbrief,pmc_clearedbyclearanceofficername
